index,list
842,"['KR', 'CRM', 'NDAQ', 'CF', 'FIS', 'PAYC', 'XEL', 'TFC', 'ESS', 'MMM']"
843,"['PANW', 'C', 'STE', 'MTD', 'HST', 'JNPR', 'TER', 'EXR', 'DLTR', 'AZO']"
844,"['JPM', 'ETN', 'CSX', 'DHR', 'F', 'WEC', 'LYV', 'USB', 'ED', 'NVDA']"
845,"['EIX', 'HD', 'INTC', 'WELL', 'WDC', 'ABBV', 'MU', 'INCY', 'CBRE', 'MAA']"
846,"['EMR', 'EBAY', 'DHI', 'WELL', 'SO', 'SCHW', 'FSLR', 'COF', 'RCL', 'NTAP']"
847,"['ALGN', 'KEY', 'ALLE', 'DUK', 'DLTR', 'PM', 'KO', 'EIX', 'BXP', 'MSFT']"
848,"['MNST', 'NVDA', 'AMCR', 'SCHW', 'ATVI', 'CRM', 'KHC', 'ED', 'DUK', 'DVA']"
849,"['KEY', 'T', 'AVGO', 'OMC', 'TEL', 'WHR', 'TXN', 'WDC', 'D', 'KR']"
850,"['A', 'AAPL', 'FDX', 'ITW', 'WTW', 'HON', 'ESS', 'FDS', 'EA', 'RSG']"
851,"['NUE', 'PANW', 'AIG', 'CDW', 'SCHW', 'TFC', 'SEE', 'INCY', 'IBM', 'TMO']"
852,"['ADP', 'CAH', 'WM', 'PNW', 'ORLY', 'TROW', 'PFG', 'EIX', 'CCL', 'SNA']"
853,"['PTC', 'PNR', 'UAL', 'CPRT', 'DIS', 'PCAR', 'GLW', 'SCHW', 'BSX', 'QRVO']"
854,"['SBUX', 'AXON', 'BSX', 'HST', 'RTX', 'FITB', 'COST', 'ANET', 'TJX', 'GILD']"
855,"['BWA', 'HIG', 'AAPL', 'BA', 'MDLZ', 'BLK', 'PHM', 'LOW', 'J', 'VRSN']"
856,"['J', 'TFC', 'USB', 'BMY', 'ADP', 'ZBRA', 'NKE', 'A', 'LYB', 'XYL']"
857,"['TEL', 'PEG', 'AMP', 'ED', 'ALLE', 'ANET', 'PWR', 'CAT', 'TECH', 'GPN']"
858,"['IVZ', 'PGR', 'RTX', 'PSA', 'LYV', 'GLW', 'IPG', 'JKHY', 'RL', 'T']"
859,"['AVB', 'UNP', 'TAP', 'TEL', 'MET', 'VTRS', 'BIO', 'MTB', 'MPWR', 'EFX']"
860,"['REG', 'USD', 'CPT', 'KDP', 'BWA', 'XRAY', 'QRVO', 'NWSA', 'KMX', 'J']"
861,"['EA', 'APD', 'GNRC', 'ITW', 'ALL', 'DVN', 'AVGO', 'TSCO', 'USD', 'MMC']"
862,"['DGX', 'WFC', 'ADSK', 'NTRS', 'PG', 'TXN', 'MRO', 'KIM', 'INCY', 'HSIC']"
863,"['BEN', 'LYB', 'SYF', 'KEY', 'ALB', 'FFIV', 'JPM', 'BSX', 'ETN', 'AVY']"
864,"['AMAT', 'BAX', 'CMS', 'GBP', 'DGX', 'SLB', 'MNST', 'FAST', 'KO', 'AXON']"
865,"['EBAY', 'YUM', 'PEAK', 'EXPE', 'FFIV', 'WAB', 'UHS', 'PCG', 'HAS', 'ODFL']"
866,"['XEL', 'EG', 'META', 'LLY', 'AMT', 'PEAK', 'TYL', 'FANG', 'TJX', 'UNH']"
867,"['HAL', 'AZO', 'CVX', 'SNPS', 'RMD', 'UNP', 'EQIX', 'OMC', 'CSCO', 'HST']"
868,"['ED', 'EQIX', 'TDY', 'FE', 'PHM', 'NDAQ', 'PM', 'CINF', 'CTSH', 'LUV']"
869,"['AOS', 'LVS', 'CMI', 'PFG', 'RMD', 'BKR', 'GNRC', 'PKG', 'PHM', 'DRI']"
870,"['FAST', 'LRCX', 'LEN', 'OKE', 'MMM', 'DG', 'DFS', 'DOV', 'ORCL', 'HES']"
871,"['HST', 'CRL', 'TDG', 'LMT', 'DPZ', 'ZTS', 'BKR', 'ODFL', 'EXPD', 'CAT']"
872,"['QRVO', 'INTU', 'GL', 'NSC', 'TRGP', 'ILMN', 'ESS', 'HON', 'NVR', 'TGT']"
873,"['INTU', 'PARA', 'AMAT', 'AKAM', 'BA', 'ELV', 'PG', 'URI', 'WAB', 'LMT']"
874,"['NWSA', 'ECL', 'GS', 'SEDG', 'CAT', 'IPG', 'CMS', 'PANW', 'BAX', 'IFF']"
875,"['HES', 'HIG', 'ES', 'PRU', 'TROW', 'SHW', 'SPG', 'NUE', 'NDSN', 'AMD']"
876,"['VRTX', 'ESS', 'DTE', 'ECL', 'ALL', 'MCHP', 'XEL', 'MMC', 'CHTR', 'ABT']"
877,"['GLW', 'CRL', 'BIO', 'AIZ', 'AVGO', 'ROK', 'FTNT', 'ATVI', 'CPB', 'ABT']"
878,"['V', 'AME', 'WAT', 'BXP', 'BX', 'PANW', 'PCAR', 'PFG', 'STZ', 'HOLX']"
879,"['SBUX', 'EMN', 'SNA', 'CL', 'PEAK', 'FANG', 'NI', 'APTV', 'HIG', 'CVS']"
880,"['REG', 'UHS', 'PTC', 'PCG', 'ORCL', 'UDR', 'WMB', 'AES', 'MHK', 'RF']"
881,"['IEX', 'DPZ', 'RTX', 'NVR', 'MU', 'RSG', 'EG', 'CRL', 'NKE', 'NWS']"
882,"['WFC', 'EIX', 'PHM', 'NXPI', 'IQV', 'KEY', 'DLR', 'TSN', 'MLM', 'GRMN']"
883,"['MSFT', 'BXP', 'CL', 'GWW', 'PNR', 'WRK', 'MHK', 'FFIV', 'EXPE', 'AEP']"
884,"['ACN', 'JPM', 'EXR', 'COR', 'URI', 'FIS', 'CSCO', 'GLW', 'PLD', 'SNA']"
885,"['MHK', 'MAR', 'TJX', 'MCO', 'MTD', 'PPG', 'MAA', 'STT', 'WHR', 'RSG']"
886,"['ENPH', 'RTX', 'SBAC', 'KEYS', 'ORCL', 'AVB', 'FFIV', 'APH', 'CZR', 'SBUX']"
887,"['ZION', 'CB', 'O', 'COST', 'STZ', 'ROL', 'ROST', 'AFL', 'GEN', 'KMI']"
888,"['NUE', 'VRSK', 'FITB', 'VRTX', 'MOH', 'CDNS', 'TECH', 'EXR', 'MTCH', 'DUK']"
889,"['VZ', 'SLB', 'SBAC', 'MDLZ', 'RTX', 'ESS', 'BKNG', 'VTRS', 'EXPD', 'EIX']"
890,"['KEYS', 'NEM', 'CBRE', 'BBWI', 'FRT', 'PH', 'L', 'ITW', 'ABBV', 'ATO']"
891,"['BK', 'MRK', 'BG', 'NTAP', 'CB', 'CMS', 'PHM', 'CHTR', 'GS', 'PCAR']"
892,"['GWW', 'MA', 'NRG', 'L', 'BBY', 'MAR', 'HD', 'BX', 'EQIX', 'TAP']"
893,"['PCG', 'POOL', 'GPC', 'HII', 'NTAP', 'CAT', 'PEP', 'DFS', 'ODFL', 'ADM']"
894,"['CTRA', 'SRE', 'AAPL', 'AAL', 'IRM', 'WAT', 'KO', 'CMI', 'PEP', 'MPC']"
895,"['QCOM', 'JBHT', 'O', 'HD', 'SBAC', 'HLT', 'PXD', 'CI', 'MPC', 'SNPS']"
896,"['AIZ', 'NUE', 'LDOS', 'STE', 'EMN', 'ALB', 'CAG', 'NEM', 'GEN', 'AMD']"
897,"['MU', 'DVN', 'JNJ', 'BALL', 'JNPR', 'CMA', 'PEG', 'PAYX', 'MDT', 'PGR']"
898,"['LDOS', 'CMA', 'C', 'PKG', 'HOLX', 'IEX', 'SYF', 'AVY', 'LKQ', 'AES']"
899,"['AVB', 'NDAQ', 'TEL', 'MDT', 'NRG', 'LRCX', 'UHS', 'FI', 'HIG', 'MRK']"
900,"['HLT', 'UDR', 'EOG', 'META', 'AMT', 'AMAT', 'A', 'ROK', 'ACGL', 'NRG']"
901,"['FCX', 'SYF', 'CBRE', 'VMC', 'PKG', 'CTAS', 'DLTR', 'DXCM', 'VRSK', 'DXC']"
902,"['NSC', 'TFX', 'ALB', 'AJG', 'GNRC', 'MCHP', 'CINF', 'PM', 'IDXX', 'XRAY']"
903,"['NWSA', 'PEP', 'LRCX', 'CL', 'TSCO', 'TJX', 'BSX', 'PSX', 'AAPL', 'ADSK']"
904,"['VRTX', 'CDW', 'NOC', 'GE', 'ENPH', 'VZ', 'TAP', 'DIS', 'JNJ', 'RVTY']"
905,"['NVDA', 'EMR', 'TXT', 'EIX', 'CNP', 'LEN', 'ENPH', 'AOS', 'MRK', 'HON']"
906,"['LIN', 'NFLX', 'ULTA', 'HSIC', 'MO', 'AES', 'AOS', 'BWA', 'PNW', 'UAL']"
907,"['USB', 'AFL', 'BKNG', 'AXON', 'AMGN', 'CSX', 'INCY', 'LH', 'DPZ', 'TYL']"
908,"['FIS', 'LYV', 'FE', 'LOW', 'REGN', 'IBM', 'PSX', 'BLK', 'ABT', 'MHK']"
909,"['CHTR', 'PEAK', 'AZO', 'ISRG', 'EQR', 'CDNS', 'HSY', 'JPM', 'QRVO', 'PEP']"
910,"['HST', 'GL', 'GD', 'POOL', 'MKC', 'PM', 'AVY', 'ES', 'TRV', 'ED']"
911,"['CLX', 'VRSK', 'STX', 'CF', 'ANSS', 'VMC', 'APTV', 'ETSY', 'AEP', 'ALB']"
912,"['TSLA', 'HON', 'GD', 'SPG', 'CMI', 'ALL', 'WAT', 'IRM', 'DLTR', 'BBY']"
913,"['CMCSA', 'AMCR', 'KLAC', 'KR', 'MDT', 'VRTX', 'MKC', 'NOW', 'MMC', 'TROW']"
914,"['ILMN', 'MCHP', 'NCLH', 'DD', 'MU', 'MDLZ', 'AME', 'CPT', 'NTAP', 'ISRG']"
915,"['ZBRA', 'EXC', 'TXT', 'KDP', 'IEX', 'C', 'ATO', 'V', 'MRK', 'DVN']"
916,"['ODFL', 'TDG', 'CMG', 'ECL', 'CPB', 'XEL', 'BMY', 'SNPS', 'CTRA', 'BALL']"
917,"['SEDG', 'WFC', 'WHR', 'FTNT', 'TRV', 'TRMB', 'WMB', 'AEE', 'ZTS', 'PEP']"
918,"['NDAQ', 'WM', 'NOW', 'GM', 'WYNN', 'TMUS', 'IBM', 'DXC', 'POOL', 'TYL']"
919,"['LNT', 'PARA', 'AMCR', 'BWA', 'ED', 'LKQ', 'ELV', 'ANSS', 'HD', 'CPT']"
920,"['PYPL', 'ADM', 'TMO', 'CF', 'RVTY', 'XEL', 'CMS', 'CLX', 'MKTX', 'WTW']"
921,"['IFF', 'COR', 'PSX', 'O', 'ATVI', 'PKG', 'COP', 'CTRA', 'PHM', 'BIIB']"
922,"['BDX', 'NVR', 'ATO', 'WDC', 'ESS', 'PARA', 'HD', 'PTC', 'MDLZ', 'MO']"
923,"['TMUS', 'FANG', 'EXPD', 'ATO', 'RJF', 'DHI', 'ICE', 'UHS', 'EOG', 'CAT']"
924,"['TMO', 'META', 'AON', 'ANET', 'DGX', 'SLB', 'ROK', 'XEL', 'MSFT', 'V']"
925,"['QRVO', 'GIS', 'REG', 'EPAM', 'AEE', 'FDX', 'BALL', 'MPC', 'TDY', 'A']"
926,"['MMC', 'AMCR', 'WHR', 'EXPD', 'TRMB', 'OXY', 'EMR', 'SBUX', 'FITB', 'ESS']"
927,"['CVS', 'TTWO', 'SPGI', 'NTRS', 'AMCR', 'AIG', 'FIS', 'ZTS', 'CMS', 'VRSK']"
928,"['EPAM', 'ANET', 'ECL', 'ON', 'SLB', 'MSFT', 'PEAK', 'UAL', 'WYNN', 'AWK']"
929,"['IPG', 'STX', 'COR', 'NDSN', 'EMN', 'MSI', 'DFS', 'EPAM', 'WHR', 'ADI']"
930,"['ACGL', 'LUV', 'AZO', 'LRCX', 'MDLZ', 'MET', 'MA', 'XRAY', 'MCK', 'EVRG']"
931,"['J', 'ETR', 'IVZ', 'LRCX', 'AAL', 'ROL', 'WFC', 'ARE', 'ACN', 'L']"
932,"['RVTY', 'EQT', 'GIS', 'FDS', 'WAT', 'APD', 'INTC', 'AMAT', 'ILMN', 'ED']"
933,"['WDC', 'ESS', 'IDXX', 'FIS', 'TSLA', 'KR', 'IT', 'ADM', 'NFLX', 'BBY']"
934,"['SLB', 'WMB', 'TGT', 'JBHT', 'CDNS', 'GLW', 'XOM', 'FIS', 'DE', 'DG']"
935,"['JBHT', 'CPB', 'QCOM', 'SBUX', 'TSCO', 'UHS', 'CTSH', 'ROP', 'XYL', 'NEE']"
936,"['SPGI', 'VRTX', 'NVR', 'HAL', 'CMA', 'CHD', 'SJM', 'IRM', 'TGT', 'KHC']"
937,"['ORCL', 'HSIC', 'IVZ', 'NWSA', 'NKE', 'LMT', 'CPRT', 'ROL', 'L', 'A']"
938,"['EL', 'CDNS', 'WMT', 'TTWO', 'ENPH', 'CRL', 'HIG', 'UNH', 'L', 'CSX']"
939,"['PGR', 'MRO', 'KEYS', 'VFC', 'BK', 'SBUX', 'MHK', 'EFX', 'NFLX', 'MCK']"
940,"['SHW', 'COR', 'GIS', 'PODD', 'WHR', 'COF', 'AKAM', 'MNST', 'WBD', 'CMI']"
941,"['SWK', 'PPL', 'PGR', 'WYNN', 'ZTS', 'CCI', 'KHC', 'KIM', 'SHW', 'ZBH']"
942,"['ROK', 'WY', 'TSCO', 'DRI', 'NTRS', 'MA', 'O', 'FANG', 'MMC', 'AAL']"
943,"['EPAM', 'CMCSA', 'ZBRA', 'LRCX', 'POOL', 'PG', 'HSIC', 'BA', 'RMD', 'ELV']"
944,"['ACGL', 'IBM', 'LNT', 'SRE', 'CSX', 'MO', 'SJM', 'HUM', 'TEL', 'MTB']"
945,"['BALL', 'RVTY', 'EQR', 'MCD', 'EMN', 'T', 'FITB', 'CHD', 'PFG', 'SHW']"
946,"['UDR', 'ETR', 'BKNG', 'MCO', 'LLY', 'TRMB', 'DGX', 'ANET', 'PCG', 'NFLX']"
947,"['WYNN', 'NTAP', 'KLAC', 'BLK', 'F', 'MA', 'PLD', 'AWK', 'GM', 'FICO']"
948,"['VRSN', 'JKHY', 'PFE', 'HSY', 'CPB', 'MET', 'NWSA', 'PHM', 'TER', 'CVS']"
949,"['AOS', 'KR', 'EL', 'JKHY', 'EPAM', 'KEY', 'KLAC', 'DD', 'CL', 'PFE']"
950,"['ADI', 'ETR', 'MAR', 'HD', 'CBRE', 'ZBRA', 'WY', 'ECL', 'RVTY', 'CAG']"
951,"['CTLT', 'VLO', 'MGM', 'FDS', 'HST', 'DHR', 'CHTR', 'FLT', 'EQIX', 'CMI']"
952,"['KEY', 'SNPS', 'CMA', 'HIG', 'CL', 'PSA', 'DOV', 'TRV', 'UNH', 'TRMB']"
953,"['MO', 'EL', 'BEN', 'RSG', 'IQV', 'MKTX', 'XOM', 'NWS', 'EIX', 'CBOE']"
954,"['AAL', 'UDR', 'LRCX', 'BRO', 'GBP', 'TECH', 'FRT', 'NXPI', 'MPWR', 'TMUS']"
955,"['BKNG', 'WM', 'PPG', 'EXPE', 'PFG', 'GLW', 'DOV', 'AAL', 'NOC', 'EPAM']"
956,"['IQV', 'ABT', 'WYNN', 'SWK', 'OKE', 'FIS', 'LVS', 'CRM', 'MS', 'NVR']"
957,"['ICE', 'AMZN', 'SLB', 'ROST', 'SWKS', 'CZR', 'CE', 'GPN', 'TT', 'UPS']"
958,"['GLW', 'WDC', 'OXY', 'IQV', 'GM', 'EQR', 'TT', 'T', 'SLB', 'SNA']"
959,"['NTRS', 'ZBRA', 'BIO', 'T', 'CZR', 'FAST', 'GPN', 'ULTA', 'WMB', 'TDY']"
960,"['TSCO', 'AAPL', 'HAL', 'PM', 'INTC', 'CZR', 'TDG', 'PFG', 'INTU', 'NVR']"
961,"['PTC', 'ALB', 'AAPL', 'LMT', 'RMD', 'CHTR', 'HLT', 'L', 'ABBV', 'DIS']"
962,"['MS', 'AFL', 'CE', 'PM', 'VRSK', 'ALLE', 'PAYX', 'COO', 'DAL', 'EFX']"
963,"['BSX', 'EPAM', 'HON', 'LUV', 'NI', 'KDP', 'ALLE', 'ATVI', 'IEX', 'AJG']"
964,"['NCLH', 'HAS', 'REG', 'META', 'GILD', 'CBOE', 'NWSA', 'AAPL', 'URI', 'PARA']"
965,"['NTAP', 'SYF', 'EL', 'PSA', 'MCK', 'DOV', 'SWKS', 'AMZN', 'CMS', 'AME']"
966,"['KEY', 'LLY', 'DAL', 'CSGP', 'BAX', 'FDS', 'REGN', 'JPM', 'GWW', 'CSCO']"
967,"['TEL', 'AME', 'NFLX', 'TFC', 'SPG', 'ICE', 'JBHT', 'MKC', 'LNT', 'ALGN']"
968,"['DVA', 'CAG', 'CNP', 'PFE', 'MMC', 'NEM', 'XYL', 'PNR', 'PPL', 'RJF']"
969,"['CTLT', 'C', 'ATO', 'SYY', 'DLTR', 'CTSH', 'DAL', 'BIO', 'MAR', 'IVZ']"
970,"['AMP', 'PWR', 'NUE', 'TMUS', 'TROW', 'WRK', 'XYL', 'COO', 'GD', 'HUM']"
971,"['BKR', 'NOW', 'KEY', 'KR', 'TRV', 'DLR', 'ALGN', 'CPB', 'AJG', 'BSX']"
972,"['MSFT', 'HON', 'MCK', 'BK', 'WY', 'KEY', 'RHI', 'ESS', 'QCOM', 'C']"
973,"['VFC', 'ESS', 'SJM', 'HRL', 'DLTR', 'WMT', 'TSN', 'SLB', 'BSX', 'TXN']"
974,"['EXC', 'DVA', 'ITW', 'AMCR', 'O', 'UAL', 'CNP', 'ADM', 'KMX', 'GS']"
975,"['PKG', 'UNP', 'JCI', 'PAYC', 'ORCL', 'REGN', 'PG', 'SRE', 'DFS', 'FAST']"
976,"['TDG', 'MU', 'ARE', 'COF', 'CMI', 'CSX', 'JNJ', 'XYL', 'MDLZ', 'XEL']"
977,"['DG', 'TMUS', 'GRMN', 'ABBV', 'LRCX', 'BR', 'META', 'KLAC', 'PKG', 'PEP']"
978,"['MCD', 'GM', 'HII', 'ITW', 'MKC', 'CRL', 'PFE', 'KIM', 'WMB', 'CME']"
979,"['CMS', 'VLO', 'PNR', 'WY', 'FSLR', 'HCA', 'DVA', 'IP', 'BMY', 'AMD']"
980,"['SCHW', 'DFS', 'SWK', 'GPN', 'INTC', 'BX', 'WFC', 'LNT', 'CSX', 'APH']"
981,"['WBA', 'NKE', 'KR', 'MSCI', 'NEE', 'USD', 'C', 'BBWI', 'FTNT', 'GPN']"
982,"['FI', 'BXP', 'CMI', 'ATVI', 'MCD', 'TYL', 'MAA', 'SWKS', 'MTD', 'TER']"
983,"['ALL', 'WM', 'BA', 'ADP', 'AMGN', 'ATO', 'GIS', 'PSA', 'IVZ', 'EFX']"
984,"['O', 'TSCO', 'KHC', 'NFLX', 'FE', 'EQIX', 'MNST', 'SHW', 'APD', 'BRO']"
985,"['WTW', 'NDSN', 'MPWR', 'WDC', 'APH', 'BIIB', 'PGR', 'EOG', 'BDX', 'F']"
986,"['VZ', 'CCI', 'PFE', 'HOLX', 'MNST', 'ZBH', 'ADI', 'AKAM', 'HON', 'TDG']"
987,"['ILMN', 'MCO', 'ATO', 'GE', 'NEE', 'CME', 'MRK', 'JNPR', 'PWR', 'ADBE']"
988,"['TRMB', 'STE', 'FIS', 'MAR', 'ES', 'HBAN', 'MRO', 'CF', 'AXON', 'CL']"
989,"['GOOG', 'ILMN', 'CAT', 'AXP', 'MA', 'BMY', 'K', 'EPAM', 'SJM', 'DVN']"
990,"['DTE', 'CB', 'KIM', 'EVRG', 'APA', 'DOV', 'ES', 'FAST', 'EIX', 'DAL']"
991,"['PEG', 'TMUS', 'HPQ', 'AON', 'YUM', 'MTCH', 'TSCO', 'JPM', 'AKAM', 'TECH']"
992,"['WAB', 'SEDG', 'MO', 'HPE', 'RVTY', 'ALB', 'ISRG', 'ECL', 'CSX', 'STT']"
993,"['STZ', 'WBD', 'CTAS', 'TTWO', 'A', 'URI', 'NOC', 'AEP', 'ESS', 'XRAY']"
994,"['FTNT', 'LMT', 'AXP', 'WBA', 'FMC', 'NCLH', 'CMS', 'VRTX', 'ROL', 'ON']"
995,"['KMX', 'UAL', 'INTU', 'ACN', 'SPG', 'KEYS', 'BIO', 'EXC', 'SBAC', 'STT']"
996,"['NVR', 'LHX', 'ULTA', 'HLT', 'QRVO', 'SJM', 'AVB', 'APD', 'DRI', 'ZBRA']"
997,"['COF', 'AAPL', 'ETSY', 'PLD', 'STE', 'PYPL', 'PCG', 'EIX', 'EXC', 'T']"
998,"['AIZ', 'WBD', 'CMCSA', 'ESS', 'HPE', 'TFC', 'BBY', 'CVX', 'SLB', 'GILD']"
999,"['PH', 'MKTX', 'PCG', 'PARA', 'MSI', 'HSIC', 'AAPL', 'SLB', 'DHI', 'PHM']"
