index,list
58,"['BMY', 'LHX', 'CTRA', 'SRE', 'MOS', 'DLR', 'BX', 'LMT', 'FLT', 'PEAK']"
59,"['OKE', 'ANSS', 'TEL', 'STZ', 'AMCR', 'PFG', 'NTRS', 'LOW', 'MSFT', 'SCHW']"
60,"['CPRT', 'PH', 'AIZ', 'TER', 'WM', 'CFG', 'IEX', 'NCLH', 'EG', 'APA']"
61,"['GNRC', 'ARE', 'AEP', 'STE', 'COO', 'PARA', 'TXT', 'MTCH', 'PFG', 'MDT']"
62,"['AXP', 'YUM', 'EQT', 'STX', 'AON', 'FITB', 'LEN', 'SYK', 'ORCL', 'EXPD']"
63,"['CAH', 'DHI', 'VRSK', 'CTLT', 'FCX', 'PYPL', 'DIS', 'INCY', 'IVZ', 'EBAY']"
64,"['FCX', 'COO', 'WDC', 'SPG', 'AAL', 'PFE', 'ALLE', 'NDAQ', 'IQV', 'ED']"
65,"['COO', 'VZ', 'AIG', 'EQIX', 'ED', 'HON', 'ENPH', 'IEX', 'GLW', 'TDG']"
66,"['ATVI', 'BAX', 'CHD', 'FITB', 'QRVO', 'BG', 'IP', 'AVB', 'LYB', 'AAL']"
67,"['ABBV', 'ANSS', 'LMT', 'WMB', 'ORCL', 'MKC', 'HUM', 'BXP', 'NSC', 'FAST']"
68,"['SBAC', 'NOC', 'EXPE', 'AJG', 'BXP', 'PNR', 'HOLX', 'WMB', 'O', 'STE']"
69,"['HBAN', 'AAPL', 'CPRT', 'CF', 'ADM', 'TSLA', 'SYY', 'WMT', 'PARA', 'ETN']"
70,"['COO', 'URI', 'NKE', 'STT', 'ZION', 'SNPS', 'CPT', 'PSA', 'MTB', 'O']"
71,"['GLW', 'AVGO', 'DVA', 'SRE', 'ACN', 'PPG', 'APTV', 'ICE', 'MO', 'META']"
72,"['VRSK', 'SEDG', 'STX', 'ROP', 'GIS', 'DHR', 'VTR', 'COF', 'PPG', 'NEE']"
73,"['KR', 'BBY', 'MKC', 'RJF', 'PTC', 'HRL', 'OKE', 'CSX', 'EVRG', 'NI']"
74,"['EXC', 'DIS', 'COO', 'SYK', 'APH', 'HII', 'KMI', 'J', 'CBRE', 'AMP']"
75,"['NTAP', 'HSIC', 'NOC', 'TSCO', 'CMG', 'ALB', 'YUM', 'WMB', 'EVRG', 'DTE']"
76,"['PODD', 'VRSK', 'ATO', 'TSLA', 'DRI', 'BK', 'IBM', 'CLX', 'TMUS', 'UPS']"
77,"['FSLR', 'CPRT', 'WELL', 'XEL', 'MNST', 'AAPL', 'AMT', 'TXT', 'O', 'ETN']"
78,"['EMR', 'WAT', 'MCO', 'ALL', 'AIZ', 'SRE', 'TRGP', 'CAH', 'SEE', 'IFF']"
79,"['RJF', 'SYK', 'IVZ', 'WAT', 'CTLT', 'GBP', 'PEP', 'CRM', 'GNRC', 'F']"
80,"['DLR', 'PEP', 'ROST', 'LH', 'LDOS', 'MMM', 'BR', 'KMX', 'WFC', 'HD']"
81,"['TRGP', 'APH', 'LYV', 'TPR', 'AAL', 'GD', 'PNR', 'CDW', 'RJF', 'KLAC']"
82,"['STE', 'VTRS', 'FIS', 'NSC', 'NVDA', 'ON', 'QCOM', 'FITB', 'CVS', 'EW']"
83,"['MKTX', 'WAT', 'A', 'MSCI', 'PEG', 'QCOM', 'MMM', 'CMCSA', 'EQIX', 'MCK']"
84,"['TTWO', 'LDOS', 'PSX', 'IEX', 'WRK', 'QRVO', 'TMUS', 'NOW', 'MAR', 'VFC']"
85,"['BX', 'SHW', 'GWW', 'NEE', 'DLTR', 'IVZ', 'SNPS', 'IT', 'WST', 'TMO']"
86,"['MDT', 'NVDA', 'ECL', 'CRL', 'XYL', 'HBAN', 'CTSH', 'CCI', 'MSCI', 'ZBRA']"
87,"['EG', 'HCA', 'PFG', 'COR', 'TMUS', 'NXPI', 'FDX', 'PEAK', 'LYV', 'MOH']"
88,"['GIS', 'CBOE', 'PEAK', 'WDC', 'BWA', 'PG', 'BX', 'WY', 'TMUS', 'WST']"
89,"['CF', 'AME', 'MAR', 'UAL', 'WEC', 'WRK', 'CTLT', 'STX', 'TMO', 'BR']"
90,"['LHX', 'CBRE', 'HSY', 'PNR', 'NXPI', 'ISRG', 'WYNN', 'CCL', 'UNP', 'SPG']"
91,"['PRU', 'MCHP', 'HUM', 'CMCSA', 'UNP', 'GOOGL', 'LNT', 'PPG', 'CTLT', 'RMD']"
92,"['FAST', 'CMA', 'ZBH', 'DPZ', 'PPG', 'WELL', 'CCI', 'EBAY', 'SYY', 'CRM']"
93,"['CF', 'RMD', 'WTW', 'SNPS', 'VTRS', 'SYY', 'MSFT', 'FCX', 'NI', 'CHTR']"
94,"['GOOG', 'AVY', 'AAL', 'UDR', 'SCHW', 'LUV', 'DPZ', 'EOG', 'NEM', 'APH']"
95,"['QCOM', 'GLW', 'CBOE', 'CI', 'STLD', 'WDC', 'NDSN', 'ZION', 'MSFT', 'CPB']"
96,"['BIO', 'AXP', 'FDX', 'GPN', 'SNA', 'TGT', 'MSI', 'ALB', 'RHI', 'CI']"
97,"['MAS', 'ECL', 'HOLX', 'CNC', 'HON', 'PCAR', 'IEX', 'GBP', 'EA', 'GRMN']"
98,"['PEAK', 'LMT', 'CHD', 'MCO', 'ADI', 'ANET', 'TDY', 'MCD', 'VRSN', 'CTSH']"
99,"['EVRG', 'BWA', 'WELL', 'EA', 'DLTR', 'NEE', 'INTC', 'COP', 'EMN', 'KIM']"
100,"['HES', 'KMX', 'LVS', 'PFE', 'NWSA', 'KIM', 'MCHP', 'PWR', 'PSA', 'EOG']"
101,"['TDG', 'COO', 'BWA', 'BAC', 'EXPD', 'FAST', 'SHW', 'REG', 'MKTX', 'CVX']"
102,"['ALK', 'EXR', 'AVGO', 'COO', 'MAR', 'JBHT', 'TPR', 'ALGN', 'NUE', 'WBA']"
103,"['KHC', 'ANET', 'EFX', 'DOV', 'PNR', 'CMI', 'TRV', 'BA', 'UPS', 'REG']"
104,"['AMZN', 'MCHP', 'FCX', 'BIIB', 'MRO', 'ADM', 'ARE', 'ROL', 'JPM', 'LVS']"
105,"['CMG', 'NTRS', 'REG', 'HLT', 'WST', 'DFS', 'AZO', 'WBA', 'JKHY', 'SNA']"
106,"['BLK', 'AJG', 'RTX', 'NI', 'AMD', 'CRL', 'ALL', 'ZBRA', 'LH', 'CF']"
107,"['ALL', 'F', 'HPE', 'GE', 'EXC', 'OKE', 'AES', 'TER', 'TRV', 'AMD']"
108,"['OXY', 'AVB', 'STLD', 'ADP', 'NWS', 'K', 'NFLX', 'PNC', 'PARA', 'PANW']"
109,"['NEE', 'FTNT', 'SEE', 'AES', 'ODFL', 'RMD', 'MA', 'AZO', 'WAB', 'WELL']"
110,"['TT', 'MOH', 'BA', 'CCI', 'ZBH', 'CDNS', 'EMR', 'CLX', 'BG', 'ADM']"
111,"['KDP', 'LEN', 'AME', 'EXPE', 'FFIV', 'MU', 'APD', 'MA', 'TFC', 'CL']"
112,"['UHS', 'MSI', 'CRM', 'QRVO', 'ETN', 'CL', 'CDNS', 'UAL', 'SPG', 'AWK']"
113,"['DLTR', 'EQIX', 'EFX', 'AON', 'RMD', 'PAYX', 'COST', 'AES', 'COO', 'PANW']"
114,"['PPG', 'ORCL', 'CCL', 'DVN', 'SRE', 'GL', 'HII', 'XEL', 'AVY', 'TYL']"
115,"['MTD', 'PEP', 'MCO', 'FI', 'MSI', 'IQV', 'KDP', 'IRM', 'TFX', 'VTR']"
116,"['CBRE', 'CME', 'HBAN', 'TFC', 'OMC', 'PAYX', 'ABBV', 'WST', 'FANG', 'TXT']"
117,"['D', 'EW', 'AEE', 'DIS', 'IQV', 'STX', 'LMT', 'SYY', 'DE', 'PSX']"
118,"['XYL', 'AMT', 'AFL', 'ADBE', 'DIS', 'NFLX', 'IFF', 'VRSK', 'FSLR', 'PEAK']"
119,"['AIZ', 'ALGN', 'CHD', 'AEP', 'AMD', 'HBAN', 'BEN', 'JCI', 'CFG', 'INCY']"
120,"['PEG', 'WRB', 'UDR', 'HST', 'EA', 'T', 'EFX', 'LIN', 'IRM', 'PANW']"
121,"['ISRG', 'AEE', 'HII', 'INTC', 'MLM', 'STLD', 'MDLZ', 'WTW', 'ROST', 'DVA']"
122,"['FLT', 'SYK', 'NDAQ', 'DXCM', 'MSI', 'AIZ', 'ICE', 'CAT', 'NUE', 'HON']"
123,"['ZBRA', 'CE', 'GOOG', 'TXT', 'NDSN', 'XOM', 'D', 'CAH', 'LIN', 'ABT']"
124,"['META', 'DD', 'AWK', 'WM', 'ALK', 'PWR', 'WELL', 'HBAN', 'PNC', 'NOW']"
125,"['AXP', 'URI', 'NKE', 'RTX', 'SWKS', 'ALGN', 'RF', 'MGM', 'USB', 'PFG']"
126,"['LYV', 'EXPE', 'CFG', 'ANET', 'HCA', 'SPG', 'STT', 'MOS', 'CTAS', 'IP']"
127,"['PTC', 'FMC', 'CHRW', 'MSCI', 'J', 'PFG', 'SBUX', 'COST', 'BLK', 'HIG']"
128,"['ELV', 'BIO', 'CBOE', 'SYY', 'NEM', 'SBAC', 'GOOG', 'KMB', 'ICE', 'EXR']"
129,"['GPC', 'TXT', 'AMAT', 'ACN', 'VTR', 'SNPS', 'FRT', 'PPG', 'ALK', 'ECL']"
130,"['XOM', 'IVZ', 'HES', 'FMC', 'C', 'CHD', 'FLT', 'MKTX', 'KMX', 'TSLA']"
131,"['PCG', 'BIO', 'BSX', 'PEG', 'MAR', 'SPGI', 'REGN', 'MRK', 'PKG', 'HSY']"
132,"['PHM', 'TDY', 'HPQ', 'LLY', 'IP', 'SNA', 'MCD', 'FDS', 'STE', 'AVB']"
133,"['TDG', 'IT', 'AMGN', 'ON', 'WMB', 'WMT', 'WM', 'EL', 'DUK', 'EOG']"
134,"['ALLE', 'MMC', 'AXP', 'V', 'CSCO', 'MTD', 'AMD', 'C', 'HAS', 'BBWI']"
135,"['HPQ', 'PTC', 'HAL', 'MTCH', 'CPRT', 'CZR', 'PG', 'AIZ', 'SEE', 'CSCO']"
136,"['AKAM', 'NEE', 'EMR', 'GM', 'NUE', 'GL', 'HAS', 'HPQ', 'SPGI', 'TPR']"
137,"['DG', 'TEL', 'HON', 'IQV', 'GEN', 'ZBRA', 'ULTA', 'AXP', 'ACN', 'AVB']"
138,"['IFF', 'ETSY', 'EQIX', 'AVB', 'CI', 'GWW', 'ESS', 'WEC', 'ANSS', 'SYK']"
139,"['MCD', 'DUK', 'HES', 'DXCM', 'BK', 'MSI', 'ADBE', 'IP', 'DOV', 'WEC']"
140,"['IQV', 'SWK', 'LRCX', 'BLK', 'BBY', 'MDT', 'ADP', 'GNRC', 'NUE', 'CZR']"
141,"['AEE', 'RVTY', 'OKE', 'MKTX', 'MAR', 'XEL', 'PEG', 'LLY', 'STT', 'ROL']"
142,"['ON', 'MRO', 'GS', 'MSFT', 'FFIV', 'K', 'SYY', 'DG', 'KMB', 'NDAQ']"
143,"['FI', 'IDXX', 'GILD', 'CDNS', 'WHR', 'RF', 'LOW', 'SBAC', 'VMC', 'EXPD']"
144,"['PSX', 'XRAY', 'MTCH', 'MTB', 'LKQ', 'HON', 'XOM', 'GWW', 'CBOE', 'QCOM']"
145,"['KHC', 'BWA', 'INTC', 'BK', 'KIM', 'ACN', 'AIG', 'TMUS', 'DGX', 'HSY']"
146,"['KEYS', 'HON', 'SYF', 'WMT', 'MTCH', 'GLW', 'GOOGL', 'IDXX', 'HES', 'CFG']"
147,"['PFE', 'ULTA', 'WFC', 'CSCO', 'LRCX', 'ADM', 'JNJ', 'HUM', 'KMI', 'DPZ']"
148,"['TMO', 'LEN', 'MCD', 'LKQ', 'STZ', 'IP', 'KIM', 'MCO', 'CZR', 'NTRS']"
149,"['ODFL', 'ROK', 'BA', 'CME', 'USB', 'ANSS', 'ITW', 'AAPL', 'JPM', 'COR']"
150,"['AMT', 'A', 'MOH', 'LIN', 'PEAK', 'CB', 'MGM', 'PARA', 'MOS', 'WHR']"
151,"['AEE', 'JBHT', 'PODD', 'SWKS', 'WBD', 'IBM', 'AMD', 'NWSA', 'GOOG', 'BRO']"
152,"['BBY', 'CZR', 'PCAR', 'JKHY', 'GOOGL', 'DXCM', 'NEM', 'BA', 'FMC', 'ACGL']"
153,"['AIZ', 'GE', 'IVZ', 'BLK', 'SYF', 'AMP', 'VTR', 'LVS', 'AMD', 'EMR']"
154,"['FCX', 'AMZN', 'PSX', 'BDX', 'PPL', 'LLY', 'UDR', 'TFC', 'CBRE', 'EQT']"
155,"['MDT', 'DG', 'IEX', 'BK', 'ADM', 'HOLX', 'MAR', 'NXPI', 'VMC', 'K']"
156,"['PCAR', 'AMD', 'ZBH', 'AVGO', 'BG', 'KMI', 'ROL', 'AAPL', 'ESS', 'CNP']"
157,"['REG', 'BALL', 'ENPH', 'DHR', 'TSN', 'MCO', 'ZBRA', 'COR', 'DLTR', 'DXCM']"
158,"['AES', 'KEY', 'GOOG', 'K', 'SWK', 'NI', 'NVDA', 'PFG', 'AEE', 'LH']"
159,"['INCY', 'SHW', 'PYPL', 'BIO', 'DXC', 'ABBV', 'HIG', 'FIS', 'WHR', 'EXPD']"
160,"['LOW', 'CCL', 'SLB', 'NOW', 'MAA', 'KMB', 'SNA', 'SBAC', 'BDX', 'FDS']"
161,"['VTRS', 'WRB', 'K', 'ADBE', 'MTCH', 'SWK', 'SYK', 'DXCM', 'VTR', 'FTNT']"
162,"['MSI', 'MPC', 'HRL', 'AVY', 'ABT', 'LH', 'PCG', 'PWR', 'DFS', 'BAC']"
163,"['AFL', 'CBRE', 'FFIV', 'JNJ', 'EBAY', 'EQIX', 'MAS', 'PCAR', 'SPG', 'NRG']"
164,"['BWA', 'BBWI', 'FIS', 'K', 'NDAQ', 'DVN', 'XOM', 'AMZN', 'EA', 'MRO']"
165,"['ADP', 'CPB', 'XYL', 'CSCO', 'XEL', 'PLD', 'ROST', 'MTB', 'COR', 'ES']"
166,"['DHI', 'ZBH', 'HSIC', 'PRU', 'DG', 'EPAM', 'DPZ', 'TYL', 'GS', 'KMI']"
167,"['WBA', 'ON', 'NVDA', 'YUM', 'WEC', 'ADSK', 'SLB', 'NWSA', 'BG', 'CSX']"
168,"['IT', 'AVB', 'MKTX', 'GIS', 'ATO', 'PFE', 'NI', 'MNST', 'CMA', 'CVX']"
169,"['NDSN', 'UHS', 'SYK', 'NCLH', 'INCY', 'GS', 'AKAM', 'WRB', 'IPG', 'FE']"
170,"['SYY', 'EIX', 'NFLX', 'ETN', 'MRO', 'RL', 'REG', 'K', 'NEE', 'BDX']"
171,"['NRG', 'VZ', 'FIS', 'AMGN', 'IP', 'CLX', 'CPT', 'GIS', 'EW', 'PCG']"
172,"['SYK', 'UDR', 'TPR', 'XOM', 'OXY', 'KMB', 'WEC', 'AWK', 'DPZ', 'AIZ']"
173,"['BX', 'NCLH', 'WYNN', 'TER', 'EQT', 'ESS', 'ODFL', 'LDOS', 'HRL', 'UNH']"
174,"['IBM', 'IQV', 'SNPS', 'ROST', 'PFE', 'TFC', 'APD', 'EVRG', 'J', 'POOL']"
175,"['TDG', 'ATVI', 'PRU', 'HIG', 'ETR', 'MDLZ', 'ROK', 'NDAQ', 'ALB', 'WFC']"
176,"['ON', 'PODD', 'ACGL', 'GNRC', 'GM', 'LMT', 'KLAC', 'TXT', 'CAT', 'ICE']"
177,"['WST', 'TER', 'IRM', 'NUE', 'DGX', 'NRG', 'PLD', 'IEX', 'SJM', 'BAC']"
178,"['UHS', 'TSLA', 'CTRA', 'GS', 'TECH', 'BDX', 'HCA', 'DXC', 'HRL', 'CHTR']"
179,"['APD', 'NTRS', 'EXR', 'AZO', 'RVTY', 'HSIC', 'BKNG', 'NEE', 'ADSK', 'TT']"
180,"['MDLZ', 'MET', 'GILD', 'CI', 'ABBV', 'ALB', 'POOL', 'STZ', 'JCI', 'LLY']"
181,"['EQT', 'TRGP', 'FAST', 'OMC', 'WRK', 'CFG', 'LOW', 'PGR', 'CSX', 'APH']"
182,"['KIM', 'INTU', 'AME', 'OKE', 'PODD', 'NWSA', 'WRK', 'LVS', 'CME', 'SRE']"
183,"['CMA', 'GRMN', 'ROL', 'IQV', 'EXR', 'GOOG', 'BDX', 'SLB', 'MPWR', 'MCHP']"
184,"['NUE', 'INTU', 'TSN', 'LH', 'ABBV', 'AAPL', 'WEC', 'TRGP', 'LDOS', 'APD']"
185,"['EIX', 'GD', 'HRL', 'DUK', 'MA', 'KO', 'MTD', 'BKNG', 'HSY', 'AON']"
186,"['UDR', 'CTRA', 'ED', 'EBAY', 'SLB', 'BEN', 'BSX', 'ROST', 'WRB', 'ECL']"
187,"['IVZ', 'BALL', 'IP', 'PNC', 'AES', 'BR', 'LOW', 'NXPI', 'ZTS', 'EMN']"
188,"['NRG', 'MOH', 'ORLY', 'SWKS', 'DHR', 'NI', 'PEP', 'JNJ', 'ADI', 'URI']"
189,"['MO', 'CPRT', 'ADBE', 'HRL', 'VRSN', 'FMC', 'PKG', 'CHD', 'ALB', 'ADM']"
190,"['UNH', 'AMD', 'ED', 'COP', 'EVRG', 'TSCO', 'MKTX', 'MU', 'CNP', 'BWA']"
191,"['IT', 'MPWR', 'VMC', 'AWK', 'CNP', 'MTD', 'ETN', 'ROK', 'DAL', 'STX']"
192,"['DD', 'FTNT', 'AMP', 'MHK', 'PODD', 'TECH', 'INCY', 'CAH', 'DIS', 'GBP']"
193,"['HBAN', 'STE', 'SYF', 'HIG', 'BWA', 'GPN', 'GOOG', 'BBY', 'WEC', 'SNPS']"
194,"['HLT', 'TJX', 'KMI', 'PNR', 'GIS', 'HBAN', 'AMT', 'MNST', 'KO', 'DPZ']"
195,"['NCLH', 'TFX', 'PCAR', 'NI', 'APD', 'DTE', 'NWS', 'GS', 'DFS', 'ITW']"
196,"['BG', 'COST', 'GIS', 'PNR', 'SEE', 'ABT', 'POOL', 'TSCO', 'AJG', 'HST']"
197,"['BXP', 'LUV', 'PH', 'SYK', 'TECH', 'PAYX', 'HD', 'COST', 'LYB', 'PLD']"
198,"['AES', 'WDC', 'BBWI', 'EG', 'ZBH', 'F', 'UNH', 'IT', 'AXP', 'JKHY']"
199,"['FICO', 'XEL', 'EIX', 'ETR', 'BBWI', 'NEE', 'AAPL', 'AVGO', 'TJX', 'EFX']"
