index,list
634,"['ADP', 'AMCR', 'VLO', 'LOW', 'KR', 'KEY', 'MKC', 'VFC', 'MLM', 'DE']"
635,"['FSLR', 'MAS', 'GD', 'DOV', 'ALGN', 'ANET', 'D', 'CPT', 'HIG', 'PG']"
636,"['MTB', 'BG', 'DGX', 'K', 'EXPE', 'LYV', 'FE', 'MO', 'PGR', 'CE']"
637,"['WMB', 'EPAM', 'CCI', 'SPGI', 'STZ', 'IRM', 'TSCO', 'MAA', 'REGN', 'MOH']"
638,"['MS', 'PNC', 'DRI', 'TT', 'EQT', 'NRG', 'WBD', 'GPC', 'CBRE', 'IRM']"
639,"['HES', 'PKG', 'GNRC', 'VZ', 'MNST', 'CMG', 'GL', 'COP', 'VTR', 'AJG']"
640,"['IBM', 'WDC', 'KEYS', 'MMC', 'MAA', 'MET', 'MNST', 'EXPE', 'EXR', 'MCHP']"
641,"['QRVO', 'RTX', 'ETSY', 'K', 'NOW', 'LLY', 'STZ', 'AON', 'DVA', 'NSC']"
642,"['JNPR', 'TROW', 'QCOM', 'ITW', 'WTW', 'BIO', 'PHM', 'LRCX', 'LEN', 'DGX']"
643,"['TMO', 'RJF', 'VRTX', 'HRL', 'WEC', 'LYV', 'TROW', 'IBM', 'MPWR', 'JCI']"
644,"['BR', 'PGR', 'LIN', 'VTR', 'CVX', 'EVRG', 'ADM', 'PWR', 'WRK', 'PEG']"
645,"['NUE', 'AVY', 'PSA', 'BALL', 'TPR', 'SPGI', 'AJG', 'HRL', 'AIZ', 'CF']"
646,"['VFC', 'CSGP', 'DPZ', 'WHR', 'LNT', 'TT', 'KIM', 'WBA', 'WFC', 'GPC']"
647,"['HCA', 'PNR', 'CTRA', 'RL', 'WY', 'ENPH', 'CPB', 'FANG', 'AEP', 'ETN']"
648,"['K', 'VMC', 'TMO', 'ENPH', 'ADI', 'PRU', 'PM', 'VTRS', 'EXPE', 'BSX']"
649,"['CSX', 'NCLH', 'MMM', 'MMC', 'MAS', 'AVB', 'NTAP', 'WST', 'NUE', 'EVRG']"
650,"['ODFL', 'UNP', 'MOH', 'BBWI', 'CTRA', 'TAP', 'AXP', 'HST', 'DHI', 'BMY']"
651,"['ATO', 'SYK', 'L', 'OXY', 'PPG', 'TFX', 'USB', 'NDAQ', 'LVS', 'FLT']"
652,"['TTWO', 'QCOM', 'COF', 'GRMN', 'CBOE', 'KMI', 'MMC', 'VMC', 'MU', 'AMT']"
653,"['IQV', 'FSLR', 'HIG', 'CRM', 'ATVI', 'TMO', 'BIO', 'CI', 'SO', 'V']"
654,"['TDG', 'JNJ', 'EQIX', 'MA', 'ON', 'INTC', 'DVA', 'HSY', 'SYF', 'HRL']"
655,"['EOG', 'IPG', 'ALL', 'PRU', 'LEN', 'RVTY', 'SNA', 'BBWI', 'BALL', 'EXR']"
656,"['GD', 'GOOGL', 'CMCSA', 'CNC', 'TECH', 'NDSN', 'HOLX', 'ALLE', 'TYL', 'TRMB']"
657,"['ULTA', 'BX', 'WRK', 'AMAT', 'CAH', 'AES', 'CMCSA', 'LVS', 'USD', 'FITB']"
658,"['PSA', 'NSC', 'TSCO', 'WMB', 'RVTY', 'CNP', 'CE', 'SJM', 'BSX', 'HES']"
659,"['CTAS', 'WBA', 'ETR', 'TXN', 'PODD', 'ROP', 'FANG', 'APTV', 'JPM', 'CL']"
660,"['O', 'URI', 'HON', 'BIIB', 'BEN', 'NOC', 'UPS', 'VRTX', 'LVS', 'CVS']"
661,"['MOH', 'VRSN', 'UDR', 'GD', 'ODFL', 'CSX', 'CAT', 'SBUX', 'AZO', 'HRL']"
662,"['MNST', 'FI', 'MLM', 'EXPD', 'APH', 'CSGP', 'CNC', 'TROW', 'IDXX', 'ED']"
663,"['DUK', 'STX', 'BAC', 'UHS', 'PPG', 'KMX', 'LYB', 'WBA', 'DXC', 'AVGO']"
664,"['STT', 'NOC', 'AWK', 'HRL', 'NFLX', 'VRTX', 'TPR', 'IVZ', 'DLR', 'TAP']"
665,"['NRG', 'NDAQ', 'DAL', 'SBAC', 'O', 'MMC', 'CLX', 'HSIC', 'BMY', 'GILD']"
666,"['AKAM', 'MOH', 'LDOS', 'TRV', 'MMC', 'LIN', 'FANG', 'OKE', 'MHK', 'CMA']"
667,"['COF', 'A', 'TSN', 'EQT', 'LHX', 'ZION', 'GS', 'CSGP', 'ILMN', 'DUK']"
668,"['UAL', 'HRL', 'KHC', 'K', 'HON', 'BMY', 'MLM', 'DVA', 'AMP', 'TEL']"
669,"['CRM', 'BK', 'LRCX', 'BG', 'MS', 'HAL', 'EA', 'FICO', 'GLW', 'EQIX']"
670,"['PARA', 'EMR', 'STX', 'LHX', 'TFX', 'DD', 'NRG', 'WDC', 'GBP', 'AME']"
671,"['GOOGL', 'EMN', 'NOW', 'WEC', 'ORLY', 'BBY', 'NWS', 'ZTS', 'APTV', 'GNRC']"
672,"['ALK', 'SO', 'MSI', 'DVN', 'NVR', 'DXC', 'TECH', 'MSFT', 'WMB', 'FICO']"
673,"['CDNS', 'MOS', 'SNPS', 'VZ', 'APH', 'UPS', 'TAP', 'ZION', 'GPC', 'EA']"
674,"['LMT', 'ANSS', 'BDX', 'FDX', 'BMY', 'MKC', 'ISRG', 'RF', 'SWKS', 'ODFL']"
675,"['GD', 'SRE', 'TFX', 'JBHT', 'ALB', 'ED', 'TECH', 'DPZ', 'MSI', 'MTCH']"
676,"['PNC', 'AFL', 'AIZ', 'BG', 'ADP', 'PPG', 'CMI', 'C', 'KEY', 'EL']"
677,"['JBHT', 'AMP', 'EA', 'PSA', 'WRK', 'MPC', 'ON', 'NTAP', 'ROK', 'DTE']"
678,"['SYK', 'MPC', 'IBM', 'AXP', 'ROP', 'NI', 'EXPD', 'AKAM', 'BX', 'EW']"
679,"['PFE', 'REG', 'MRO', 'TRGP', 'STE', 'ZION', 'ALLE', 'TPR', 'CPB', 'AMAT']"
680,"['CTLT', 'SLB', 'AJG', 'QRVO', 'RMD', 'TTWO', 'COF', 'MKC', 'JCI', 'NEE']"
681,"['CHRW', 'WMT', 'NTAP', 'UHS', 'CFG', 'AVGO', 'SEDG', 'DRI', 'LEN', 'GEN']"
682,"['CAT', 'ICE', 'SPGI', 'GWW', 'HII', 'DLR', 'PPL', 'MAS', 'CMG', 'KMB']"
683,"['CF', 'BRO', 'DXCM', 'FIS', 'MPC', 'BBWI', 'CMG', 'CNP', 'NOW', 'PPG']"
684,"['FI', 'FE', 'PFG', 'VTR', 'OMC', 'DPZ', 'UPS', 'CCI', 'JNPR', 'SYK']"
685,"['PNC', 'PEP', 'CSCO', 'ANSS', 'AXON', 'STT', 'FDS', 'EFX', 'HPQ', 'DAL']"
686,"['KMI', 'SNA', 'BAX', 'DG', 'AIZ', 'NOC', 'WM', 'ZION', 'MU', 'AAPL']"
687,"['MNST', 'MSCI', 'DXCM', 'ALL', 'PXD', 'NEE', 'DAL', 'URI', 'KO', 'COP']"
688,"['LOW', 'TDY', 'FIS', 'NEM', 'COST', 'ED', 'MNST', 'CHRW', 'TFX', 'USD']"
689,"['KMI', 'RMD', 'SHW', 'COR', 'BA', 'ESS', 'MGM', 'LUV', 'CHTR', 'CCL']"
690,"['HPE', 'ETR', 'CVS', 'CRL', 'BKNG', 'BG', 'KLAC', 'MKTX', 'DXCM', 'NXPI']"
691,"['AMGN', 'AVY', 'SRE', 'HON', 'TTWO', 'HUM', 'APH', 'TRMB', 'ACGL', 'GWW']"
692,"['D', 'LVS', 'EMR', 'NEE', 'WBD', 'CMS', 'WMT', 'BWA', 'ROL', 'ALLE']"
693,"['CTSH', 'FIS', 'CHTR', 'KLAC', 'DHR', 'ROST', 'SLB', 'TGT', 'BKR', 'CZR']"
694,"['KIM', 'PH', 'TTWO', 'FAST', 'ETN', 'TXT', 'DRI', 'AAL', 'DXCM', 'LVS']"
695,"['CTRA', 'NVDA', 'GNRC', 'SNA', 'WST', 'AMT', 'NUE', 'AXON', 'BMY', 'FDS']"
696,"['RVTY', 'PANW', 'FITB', 'GE', 'EA', 'SPG', 'TRGP', 'SWK', 'MTD', 'LMT']"
697,"['PCG', 'CF', 'HSY', 'HLT', 'TT', 'PLD', 'MDLZ', 'ELV', 'HUM', 'GPC']"
698,"['MCO', 'RHI', 'AKAM', 'PEP', 'CL', 'CHRW', 'MDLZ', 'AVY', 'BAX', 'PM']"
699,"['ODFL', 'AZO', 'HII', 'COO', 'UNP', 'IPG', 'JKHY', 'WAB', 'AXP', 'CZR']"
700,"['MDLZ', 'ITW', 'BMY', 'ALK', 'MSCI', 'VFC', 'UAL', 'KDP', 'AAL', 'CTLT']"
701,"['A', 'CHD', 'IP', 'AMAT', 'INCY', 'IQV', 'WAT', 'DE', 'REGN', 'PARA']"
702,"['BXP', 'ABT', 'BWA', 'IPG', 'CL', 'ROST', 'DFS', 'ICE', 'PAYX', 'EFX']"
703,"['CSX', 'PEG', 'HON', 'GPC', 'ACGL', 'AIZ', 'OXY', 'BAC', 'ETR', 'PKG']"
704,"['F', 'CMI', 'GEN', 'TROW', 'TTWO', 'EL', 'JKHY', 'HCA', 'EQIX', 'IRM']"
705,"['ED', 'POOL', 'CRM', 'MTB', 'IVZ', 'AMGN', 'HSY', 'ADBE', 'NVDA', 'GIS']"
706,"['NDAQ', 'MOH', 'FTNT', 'LVS', 'FDX', 'HES', 'MDT', 'EIX', 'NXPI', 'QRVO']"
707,"['MMC', 'ENPH', 'LMT', 'META', 'TRV', 'VRSN', 'LHX', 'PEG', 'CAH', 'ADSK']"
708,"['AAL', 'SRE', 'AMP', 'NXPI', 'MRO', 'SNA', 'ACN', 'ADM', 'STE', 'SBUX']"
709,"['JCI', 'STZ', 'HSY', 'IQV', 'QRVO', 'WBD', 'USB', 'FICO', 'AOS', 'CCL']"
710,"['RCL', 'BLK', 'LVS', 'ROP', 'ON', 'COST', 'BRO', 'CBOE', 'ZION', 'NTAP']"
711,"['DHI', 'EQT', 'CMS', 'NWSA', 'CPB', 'EQIX', 'ON', 'NVDA', 'WAT', 'CPRT']"
712,"['IT', 'CDW', 'NDSN', 'CE', 'ZION', 'LOW', 'KHC', 'SNA', 'GEN', 'ALB']"
713,"['FICO', 'SCHW', 'KO', 'XOM', 'FCX', 'ZBRA', 'LKQ', 'ETN', 'UAL', 'UNH']"
714,"['BAX', 'PAYC', 'DGX', 'KMI', 'PPG', 'MKC', 'TAP', 'PODD', 'TSLA', 'DVA']"
715,"['CNP', 'ENPH', 'URI', 'TPR', 'IT', 'TXT', 'ALL', 'LDOS', 'WM', 'ON']"
716,"['BWA', 'POOL', 'USD', 'WMB', 'NOC', 'ADI', 'BKNG', 'RHI', 'CMG', 'VTRS']"
717,"['FAST', 'AMCR', 'IPG', 'GD', 'KLAC', 'BAC', 'PFG', 'LOW', 'MMC', 'CNP']"
718,"['SYF', 'HON', 'CTRA', 'MSI', 'SYY', 'GRMN', 'FSLR', 'LVS', 'BWA', 'A']"
719,"['BEN', 'ADM', 'WAB', 'KIM', 'C', 'CFG', 'RF', 'VRTX', 'BSX', 'BRO']"
720,"['VTR', 'SBUX', 'TPR', 'CMA', 'PAYX', 'BAX', 'CMG', 'BLK', 'SBAC', 'RL']"
721,"['RHI', 'CSX', 'GRMN', 'WY', 'MDLZ', 'DXC', 'BAC', 'ABBV', 'WYNN', 'APH']"
722,"['DE', 'ANET', 'IPG', 'PEAK', 'PM', 'MCO', 'ELV', 'VRSN', 'META', 'REGN']"
723,"['BSX', 'HII', 'TMO', 'NTRS', 'RTX', 'BRO', 'BK', 'FLT', 'TSN', 'RJF']"
724,"['FTNT', 'GRMN', 'KMB', 'HUM', 'YUM', 'CTAS', 'ITW', 'LYV', 'WFC', 'COST']"
725,"['IQV', 'V', 'UNH', 'META', 'ABBV', 'ZBH', 'GEN', 'EXPE', 'AVGO', 'EIX']"
726,"['TECH', 'NXPI', 'PLD', 'SJM', 'BK', 'ES', 'NFLX', 'SNA', 'GILD', 'AMAT']"
727,"['APA', 'AVB', 'FFIV', 'XEL', 'GOOG', 'NVDA', 'MNST', 'EQT', 'F', 'INTU']"
728,"['SHW', 'GWW', 'EQIX', 'ESS', 'V', 'FICO', 'AEP', 'STX', 'GD', 'PHM']"
729,"['KEYS', 'ETSY', 'ABBV', 'FMC', 'CLX', 'ED', 'HES', 'CZR', 'STLD', 'SBUX']"
730,"['MRK', 'PCAR', 'LYB', 'SPGI', 'NWS', 'AIG', 'WMB', 'CSX', 'DUK', 'JPM']"
731,"['BDX', 'BEN', 'ISRG', 'STE', 'CSCO', 'GPN', 'PH', 'KR', 'DHI', 'CNP']"
732,"['ETSY', 'WHR', 'AEP', 'PPL', 'LOW', 'AVY', 'TRV', 'EBAY', 'KEYS', 'T']"
733,"['PSX', 'SBAC', 'HD', 'T', 'IQV', 'SYY', 'UPS', 'ALGN', 'PXD', 'ADI']"
734,"['NXPI', 'ACN', 'CVX', 'BLK', 'LIN', 'HII', 'BKR', 'ADI', 'SWKS', 'DE']"
735,"['LOW', 'SWK', 'FTNT', 'PNC', 'HD', 'STZ', 'TXN', 'LEN', 'NDSN', 'NSC']"
736,"['CPRT', 'SBUX', 'KEY', 'K', 'NDSN', 'ZBRA', 'PXD', 'CL', 'TRGP', 'BX']"
737,"['CDNS', 'COF', 'FICO', 'DUK', 'NVR', 'LMT', 'COO', 'T', 'EFX', 'TT']"
738,"['ARE', 'ADSK', 'SWK', 'IBM', 'MO', 'PODD', 'WST', 'ADP', 'MTB', 'UNP']"
739,"['ADSK', 'CAT', 'FE', 'BK', 'PYPL', 'NXPI', 'NFLX', 'TTWO', 'DOV', 'ANSS']"
740,"['PARA', 'KO', 'CHRW', 'FCX', 'BKNG', 'SWKS', 'PRU', 'ELV', 'AES', 'EVRG']"
741,"['XRAY', 'FTNT', 'MSFT', 'ISRG', 'TRGP', 'EG', 'MNST', 'MCD', 'JBHT', 'BMY']"
742,"['IVZ', 'AEP', 'POOL', 'BDX', 'LDOS', 'BSX', 'PHM', 'ODFL', 'NSC', 'GM']"
743,"['COST', 'MNST', 'AFL', 'STT', 'EFX', 'TFX', 'AJG', 'MMM', 'TDG', 'WRB']"
744,"['FITB', 'ISRG', 'ETR', 'QRVO', 'IDXX', 'HPE', 'FCX', 'SO', 'EXPD', 'URI']"
745,"['FAST', 'AZO', 'VLO', 'BG', 'NOW', 'FSLR', 'GRMN', 'CF', 'JCI', 'NVDA']"
746,"['MTB', 'CPT', 'PTC', 'WTW', 'ES', 'PFE', 'GL', 'HCA', 'SYF', 'CDW']"
747,"['RMD', 'TMUS', 'CTLT', 'CBOE', 'ILMN', 'PPL', 'IVZ', 'VTRS', 'BAX', 'DLR']"
748,"['NEE', 'USD', 'OXY', 'ETSY', 'PSX', 'MS', 'LVS', 'CE', 'EA', 'WMT']"
749,"['WDC', 'GL', 'DE', 'LLY', 'HIG', 'DLTR', 'ORLY', 'FANG', 'HBAN', 'VLO']"
750,"['EBAY', 'CBRE', 'CB', 'ZBRA', 'LYB', 'VMC', 'AMT', 'BBWI', 'SBUX', 'AMD']"
751,"['RJF', 'TMO', 'WELL', 'ALGN', 'DIS', 'MRO', 'CAH', 'AWK', 'MTD', 'META']"
752,"['TSCO', 'FMC', 'MCO', 'PNW', 'HBAN', 'LLY', 'DUK', 'NCLH', 'COO', 'AES']"
753,"['AZO', 'LYB', 'GIS', 'TDG', 'MCO', 'MRO', 'ABBV', 'FIS', 'CSGP', 'LDOS']"
754,"['HOLX', 'DUK', 'MHK', 'NTAP', 'UNP', 'JCI', 'ELV', 'STE', 'BKNG', 'BIO']"
755,"['CLX', 'NDAQ', 'AMCR', 'CPB', 'IRM', 'DXCM', 'MTD', 'UAL', 'HII', 'EVRG']"
756,"['DHR', 'APA', 'DXC', 'GWW', 'KEYS', 'DUK', 'EQIX', 'RVTY', 'XRAY', 'DTE']"
757,"['SBAC', 'MLM', 'ZION', 'ELV', 'HPQ', 'AMGN', 'EVRG', 'APTV', 'JCI', 'DLR']"
758,"['LYV', 'INTC', 'AKAM', 'CVS', 'FRT', 'CPRT', 'ED', 'AMT', 'SHW', 'GOOG']"
759,"['IFF', 'CCI', 'RL', 'PHM', 'LEN', 'NKE', 'ADSK', 'PEAK', 'AVB', 'NWSA']"
760,"['AMT', 'EXPD', 'FAST', 'MGM', 'CPT', 'AMGN', 'FTNT', 'PGR', 'TMUS', 'CRL']"
761,"['NEM', 'CHD', 'STX', 'MAS', 'FTNT', 'CPT', 'T', 'CPB', 'USD', 'GD']"
762,"['ACGL', 'IDXX', 'D', 'ETSY', 'MAS', 'LKQ', 'VRSK', 'PEAK', 'TJX', 'STZ']"
763,"['FICO', 'BLK', 'HSIC', 'CTAS', 'VTRS', 'TRV', 'FANG', 'MRO', 'COP', 'GPN']"
764,"['TAP', 'KR', 'RL', 'ETN', 'NVDA', 'MTCH', 'HRL', 'NRG', 'UHS', 'KLAC']"
765,"['ACN', 'SPGI', 'IT', 'AMGN', 'ALGN', 'TER', 'GPC', 'ZION', 'ABBV', 'FFIV']"
766,"['SBUX', 'QRVO', 'XEL', 'AES', 'ROP', 'ADP', 'CPRT', 'DXCM', 'LEN', 'META']"
767,"['XRAY', 'DHI', 'BXP', 'BG', 'KMI', 'RF', 'CMG', 'NXPI', 'PNC', 'IVZ']"
768,"['ELV', 'CPT', 'IEX', 'GOOGL', 'VRSK', 'FANG', 'WHR', 'PNW', 'WRK', 'CL']"
769,"['MTD', 'ENPH', 'RJF', 'APA', 'IFF', 'WMB', 'PAYC', 'PYPL', 'VRSN', 'LDOS']"
770,"['APD', 'IPG', 'RL', 'UAL', 'PTC', 'CLX', 'FICO', 'EA', 'MO', 'SBAC']"
771,"['PARA', 'FTNT', 'TROW', 'AKAM', 'KMB', 'LDOS', 'JBHT', 'WAT', 'VMC', 'BEN']"
772,"['NOC', 'EMN', 'SO', 'TDY', 'LHX', 'APA', 'BG', 'CSX', 'CVS', 'WFC']"
773,"['FICO', 'KR', 'BMY', 'BIO', 'XOM', 'AAPL', 'DLR', 'IPG', 'TXT', 'FLT']"
774,"['LMT', 'GIS', 'GRMN', 'PSA', 'WDC', 'NXPI', 'REG', 'T', 'BG', 'NTAP']"
775,"['DLTR', 'AAL', 'GE', 'VZ', 'ADM', 'PNR', 'WRB', 'MHK', 'PEG', 'IRM']"
776,"['NXPI', 'LOW', 'NDSN', 'NWSA', 'COO', 'EA', 'ALK', 'NI', 'COR', 'AMCR']"
777,"['CPT', 'NSC', 'VLO', 'AJG', 'COR', 'KDP', 'CAH', 'NEM', 'TSCO', 'EPAM']"
778,"['WBD', 'PEG', 'CFG', 'XRAY', 'TFX', 'ACN', 'WY', 'UPS', 'DOV', 'TEL']"
779,"['COST', 'DTE', 'SWKS', 'WMT', 'PPL', 'FFIV', 'PGR', 'EW', 'TROW', 'FANG']"
780,"['TEL', 'BG', 'AIG', 'MTD', 'STT', 'OXY', 'EXR', 'IT', 'CRM', 'CB']"
781,"['USB', 'WAB', 'IQV', 'MAR', 'NVDA', 'STLD', 'PCG', 'AIZ', 'AMAT', 'O']"
782,"['AFL', 'AWK', 'AEP', 'AMZN', 'DVN', 'LEN', 'LVS', 'ADBE', 'LHX', 'PCAR']"
783,"['COF', 'RHI', 'HPQ', 'TAP', 'BEN', 'PPG', 'ON', 'BBY', 'ROL', 'SEE']"
784,"['TSN', 'GRMN', 'AMCR', 'MAA', 'UNH', 'GL', 'F', 'PODD', 'SYK', 'CE']"
785,"['DPZ', 'EA', 'ZTS', 'V', 'WDC', 'UNH', 'CAT', 'NEE', 'AZO', 'COF']"
786,"['GRMN', 'BSX', 'C', 'NXPI', 'JBHT', 'PFE', 'DXCM', 'CPB', 'KIM', 'NKE']"
787,"['AON', 'BLK', 'TEL', 'L', 'BAX', 'TJX', 'ATO', 'JPM', 'OMC', 'ABT']"
788,"['CMS', 'ABT', 'MNST', 'CRL', 'CTAS', 'WST', 'ROST', 'FITB', 'AJG', 'LYB']"
789,"['CMI', 'REGN', 'GEN', 'WDC', 'PFE', 'CSGP', 'ICE', 'HSY', 'FIS', 'ATVI']"
790,"['FTNT', 'VTRS', 'PEP', 'SNA', 'CRL', 'ROST', 'DXC', 'CCL', 'QCOM', 'EG']"
791,"['CSGP', 'DIS', 'TFC', 'MS', 'BEN', 'LEN', 'VMC', 'MET', 'EXPD', 'PARA']"
792,"['DVN', 'ZTS', 'WHR', 'TTWO', 'PG', 'PYPL', 'BWA', 'DVA', 'V', 'HRL']"
793,"['NUE', 'APA', 'AMP', 'BDX', 'BKR', 'JBHT', 'TDG', 'CCL', 'WM', 'HES']"
794,"['VTR', 'FICO', 'COF', 'RVTY', 'CZR', 'MRK', 'DHR', 'MSFT', 'BWA', 'PSX']"
795,"['UHS', 'GBP', 'BDX', 'AJG', 'SEDG', 'CNP', 'POOL', 'MDT', 'MOH', 'HBAN']"
796,"['FANG', 'OKE', 'MKTX', 'HOLX', 'ADP', 'NWS', 'TT', 'AMP', 'IRM', 'AJG']"
797,"['GRMN', 'SPGI', 'ZTS', 'UDR', 'TFX', 'ATVI', 'MDT', 'CFG', 'CMI', 'AIG']"
798,"['EMN', 'AEP', 'TFC', 'TDG', 'LRCX', 'CI', 'PM', 'WY', 'HOLX', 'PFG']"
799,"['CPT', 'CHRW', 'FTNT', 'BDX', 'FICO', 'RSG', 'CTRA', 'AME', 'MRO', 'SRE']"
