index,list
221,"['DXC', 'SPG', 'KMX', 'DVN', 'AOS', 'SHW', 'WYNN', 'BWA', 'CAH', 'HBAN']"
222,"['BIIB', 'ALGN', 'RJF', 'DGX', 'PWR', 'MRK', 'TMO', 'KMI', 'MTB', 'ABBV']"
223,"['NOC', 'FCX', 'DHI', 'AMP', 'GRMN', 'KR', 'STT', 'ISRG', 'AAPL', 'KMI']"
224,"['ITW', 'OXY', 'JCI', 'LOW', 'IT', 'ANSS', 'CVX', 'NSC', 'SO', 'ROK']"
225,"['ADSK', 'WTW', 'MTD', 'NTRS', 'CLX', 'FRT', 'COST', 'PPL', 'JNJ', 'VZ']"
226,"['WM', 'SCHW', 'FDX', 'KHC', 'NSC', 'FRT', 'MOS', 'ISRG', 'AXP', 'PYPL']"
227,"['INTC', 'TMUS', 'TROW', 'PRU', 'BG', 'DHR', 'CAT', 'WST', 'LIN', 'SLB']"
228,"['ULTA', 'MU', 'KMX', 'AVGO', 'REGN', 'KEYS', 'DRI', 'GPC', 'APTV', 'VMC']"
229,"['BXP', 'PHM', 'EXC', 'KHC', 'CVS', 'BX', 'JBHT', 'AVY', 'DFS', 'SLB']"
230,"['PWR', 'CL', 'SEE', 'ETSY', 'WY', 'BRO', 'VFC', 'MKC', 'AVB', 'BDX']"
231,"['PM', 'EBAY', 'VRSN', 'WBA', 'RCL', 'ODFL', 'MMC', 'CVX', 'PCG', 'RTX']"
232,"['SEE', 'EG', 'BMY', 'BIO', 'LYV', 'DHI', 'ATVI', 'MAS', 'CMG', 'CCL']"
233,"['CBRE', 'AMCR', 'FANG', 'EFX', 'AMGN', 'ABT', 'JNJ', 'IEX', 'EG', 'MRO']"
234,"['SBUX', 'CSX', 'LH', 'PKG', 'C', 'IT', 'PARA', 'HOLX', 'BKNG', 'WAT']"
235,"['DOV', 'MRO', 'CSCO', 'ECL', 'FAST', 'NWS', 'MHK', 'EXR', 'NVR', 'MTCH']"
236,"['DVA', 'XOM', 'CFG', 'ENPH', 'MOH', 'CMCSA', 'ETSY', 'PG', 'HST', 'SPGI']"
237,"['MS', 'FAST', 'MCO', 'MTD', 'TSCO', 'APA', 'GILD', 'UDR', 'TPR', 'PFG']"
238,"['CF', 'VRTX', 'MAS', 'ADP', 'NKE', 'FDX', 'RL', 'SYY', 'BG', 'HST']"
239,"['ARE', 'SO', 'ICE', 'IDXX', 'INTC', 'DLTR', 'GE', 'NEM', 'KR', 'ZTS']"
240,"['GM', 'CHTR', 'PCAR', 'DIS', 'CMI', 'JNJ', 'ADM', 'CLX', 'STE', 'LOW']"
241,"['WST', 'MPWR', 'MCO', 'UNH', 'CNP', 'GPN', 'WEC', 'LRCX', 'PEP', 'TROW']"
242,"['LYB', 'KMB', 'MMM', 'URI', 'JPM', 'AMP', 'EXC', 'GEN', 'ATVI', 'LVS']"
243,"['WEC', 'MSFT', 'IP', 'RVTY', 'CSCO', 'ROST', 'EQIX', 'NUE', 'DHI', 'NFLX']"
244,"['ALLE', 'AMT', 'TAP', 'PEP', 'WYNN', 'ADM', 'TSN', 'AXP', 'EQR', 'MSI']"
245,"['HCA', 'NKE', 'LMT', 'EA', 'HON', 'AAL', 'TXT', 'COF', 'MMM', 'TRV']"
246,"['GL', 'PCAR', 'HLT', 'AXON', 'EPAM', 'TFC', 'J', 'IRM', 'FCX', 'LDOS']"
247,"['MLM', 'CB', 'VLO', 'ADBE', 'UPS', 'TYL', 'PFG', 'JCI', 'COO', 'BIO']"
248,"['MKC', 'BG', 'IPG', 'STX', 'SRE', 'WTW', 'ANET', 'AZO', 'DFS', 'TDG']"
249,"['FIS', 'HAL', 'GWW', 'REGN', 'PPL', 'AMAT', 'PFG', 'ROST', 'UHS', 'EFX']"
250,"['WAB', 'KHC', 'PGR', 'EVRG', 'WBD', 'NFLX', 'AMD', 'ES', 'AMT', 'TER']"
251,"['HUM', 'J', 'URI', 'LH', 'MCK', 'EXPE', 'STZ', 'SYF', 'IFF', 'MSCI']"
252,"['EPAM', 'TER', 'KO', 'BK', 'KDP', 'IFF', 'MET', 'LOW', 'NCLH', 'GD']"
253,"['AEP', 'SWK', 'WST', 'MOS', 'FITB', 'XYL', 'CBOE', 'ABBV', 'CAG', 'GOOG']"
254,"['VMC', 'POOL', 'PSA', 'ROP', 'HD', 'WELL', 'GOOGL', 'TSN', 'BAC', 'ANSS']"
255,"['EFX', 'HST', 'ED', 'PWR', 'IDXX', 'TXN', 'CAH', 'GD', 'XRAY', 'CBRE']"
256,"['MKC', 'PEG', 'ZION', 'AMD', 'CTSH', 'HPQ', 'VFC', 'BX', 'PANW', 'DD']"
257,"['ALLE', 'CMI', 'CNP', 'PARA', 'WST', 'MTD', 'AME', 'PEAK', 'KDP', 'KR']"
258,"['BIIB', 'TRGP', 'SPG', 'VTR', 'NEE', 'BRO', 'MAA', 'CME', 'MHK', 'CE']"
259,"['SWK', 'HSIC', 'HSY', 'APH', 'FCX', 'FDX', 'HRL', 'UHS', 'MSI', 'TJX']"
260,"['NUE', 'UNH', 'HST', 'EQT', 'TXN', 'ICE', 'PAYC', 'GL', 'JBHT', 'HPE']"
261,"['NDSN', 'CME', 'WST', 'FSLR', 'MS', 'VRSN', 'LEN', 'CFG', 'UHS', 'SBAC']"
262,"['AAPL', 'CRM', 'GIS', 'UHS', 'PPL', 'SEE', 'JBHT', 'JKHY', 'VMC', 'CI']"
263,"['AIZ', 'ROK', 'IRM', 'AFL', 'BBWI', 'EXPE', 'FRT', 'SWK', 'HBAN', 'PSA']"
264,"['MDT', 'USD', 'WBA', 'MCO', 'POOL', 'BX', 'NTRS', 'DXCM', 'MHK', 'EW']"
265,"['DE', 'EA', 'MET', 'MRO', 'EXR', 'AMP', 'EQIX', 'LLY', 'BSX', 'TDY']"
266,"['MCO', 'WELL', 'NOC', 'TTWO', 'XOM', 'TER', 'NVDA', 'AXP', 'K', 'CNP']"
267,"['TSCO', 'ZBRA', 'TFX', 'AON', 'ROST', 'MOS', 'PAYC', 'K', 'BALL', 'ROK']"
268,"['MCHP', 'NWS', 'CINF', 'SBAC', 'MHK', 'TFC', 'BG', 'WBD', 'HES', 'ILMN']"
269,"['ODFL', 'ANET', 'AZO', 'TSCO', 'MET', 'BEN', 'TT', 'CVX', 'VRTX', 'HD']"
270,"['DHR', 'ALK', 'DGX', 'TRV', 'AMP', 'CI', 'PSA', 'FLT', 'HUM', 'PWR']"
271,"['CAH', 'AAL', 'ALK', 'FMC', 'GD', 'GWW', 'BAX', 'LUV', 'CAG', 'ROK']"
272,"['BEN', 'KIM', 'CAT', 'CSGP', 'RVTY', 'MKTX', 'CMI', 'CDW', 'DGX', 'ZBH']"
273,"['BIO', 'DVA', 'PXD', 'DLR', 'EL', 'SWKS', 'WDC', 'GILD', 'L', 'AVB']"
274,"['PFE', 'CVS', 'XRAY', 'SRE', 'BBWI', 'CVX', 'CHRW', 'DTE', 'ECL', 'MTD']"
275,"['MDT', 'ETSY', 'CAG', 'TXN', 'GS', 'ABBV', 'EIX', 'ROST', 'ADP', 'SO']"
276,"['CZR', 'RTX', 'PAYX', 'KEY', 'HSY', 'FICO', 'ADI', 'FITB', 'ALL', 'PAYC']"
277,"['TPR', 'APTV', 'NOW', 'URI', 'RHI', 'A', 'PNC', 'FSLR', 'QRVO', 'PARA']"
278,"['ALK', 'INCY', 'IDXX', 'UHS', 'MTD', 'TMO', 'JKHY', 'WY', 'ROST', 'GM']"
279,"['DLR', 'AIZ', 'TXN', 'DXCM', 'A', 'LIN', 'LUV', 'MKTX', 'APTV', 'ROP']"
280,"['PEP', 'ADI', 'CNP', 'IBM', 'BAC', 'SO', 'FANG', 'SEDG', 'BLK', 'PODD']"
281,"['CHTR', 'PH', 'SWK', 'FRT', 'MDLZ', 'WDC', 'MET', 'EA', 'AMGN', 'PNC']"
282,"['EA', 'DAL', 'PEAK', 'LMT', 'WMB', 'PNW', 'POOL', 'EXC', 'TT', 'URI']"
283,"['SJM', 'UDR', 'DUK', 'TGT', 'PSX', 'ECL', 'HUM', 'NXPI', 'KMI', 'MGM']"
284,"['ALL', 'PEG', 'UNH', 'FCX', 'HII', 'PGR', 'SYY', 'PLD', 'PYPL', 'TSCO']"
285,"['JNPR', 'YUM', 'EOG', 'ORLY', 'IVZ', 'NTRS', 'PEAK', 'DTE', 'GL', 'LHX']"
286,"['CSCO', 'LHX', 'VTRS', 'MTB', 'MRO', 'LYV', 'PCG', 'ATO', 'AMCR', 'F']"
287,"['WST', 'PNW', 'JBHT', 'LUV', 'SNPS', 'APD', 'GM', 'SBUX', 'IDXX', 'PG']"
288,"['COR', 'K', 'GS', 'OKE', 'RSG', 'NWS', 'LYV', 'BRO', 'TRV', 'D']"
289,"['LKQ', 'HOLX', 'WAB', 'MSFT', 'GS', 'L', 'CTRA', 'ALL', 'EXR', 'WHR']"
290,"['MA', 'IPG', 'XOM', 'AMCR', 'NTRS', 'STX', 'NI', 'IBM', 'RL', 'TSN']"
291,"['DHI', 'PSX', 'PSA', 'JBHT', 'MTB', 'TXN', 'MTCH', 'MOH', 'STLD', 'STE']"
292,"['ICE', 'BDX', 'BG', 'MDT', 'AMT', 'UNH', 'FE', 'SBUX', 'KMB', 'PAYC']"
293,"['AMZN', 'LRCX', 'LEN', 'EXR', 'USB', 'IEX', 'KMI', 'CPRT', 'CPT', 'ETR']"
294,"['ES', 'BWA', 'KEY', 'CVX', 'C', 'HBAN', 'FLT', 'ACGL', 'MCO', 'FICO']"
295,"['TAP', 'RSG', 'CNP', 'AMT', 'PAYC', 'LDOS', 'IPG', 'EIX', 'AAPL', 'DE']"
296,"['KLAC', 'MA', 'JBHT', 'ROP', 'BALL', 'GEN', 'AFL', 'USB', 'CRL', 'GOOGL']"
297,"['SYY', 'IEX', 'POOL', 'LHX', 'STX', 'ALL', 'ES', 'INTU', 'AVB', 'T']"
298,"['DVA', 'AMD', 'BIIB', 'CVS', 'MCO', 'EVRG', 'FLT', 'KMI', 'RHI', 'MTD']"
299,"['NVDA', 'DLR', 'ATO', 'VTR', 'GS', 'MCHP', 'FFIV', 'ADBE', 'GM', 'WMT']"
300,"['UHS', 'EXPD', 'TSN', 'QCOM', 'A', 'GPC', 'OKE', 'ZION', 'CVX', 'LVS']"
301,"['ELV', 'NTRS', 'HD', 'DPZ', 'CBOE', 'JCI', 'MTCH', 'AMT', 'LDOS', 'EA']"
302,"['BBY', 'AMCR', 'C', 'RJF', 'KDP', 'CB', 'OXY', 'HSIC', 'MOS', 'BK']"
303,"['MAR', 'HOLX', 'BIO', 'V', 'VTRS', 'ATO', 'ROL', 'FICO', 'ULTA', 'WAT']"
304,"['SLB', 'COO', 'ES', 'APTV', 'BX', 'TSCO', 'SYK', 'VTR', 'JCI', 'PYPL']"
305,"['PRU', 'ZTS', 'MCO', 'ATO', 'DGX', 'EIX', 'WST', 'MTD', 'HD', 'SBAC']"
306,"['AKAM', 'PXD', 'PCG', 'SRE', 'TFX', 'MPC', 'DE', 'INTC', 'RCL', 'GL']"
307,"['NSC', 'VZ', 'CAT', 'PM', 'EVRG', 'PLD', 'COP', 'STX', 'STLD', 'DGX']"
308,"['ALB', 'MAS', 'INTU', 'DUK', 'PKG', 'SCHW', 'MCHP', 'PEG', 'GIS', 'TFX']"
309,"['PTC', 'DE', 'ISRG', 'ELV', 'K', 'CFG', 'COR', 'NDAQ', 'VTR', 'IQV']"
310,"['HSY', 'ETN', 'RHI', 'AMAT', 'SEDG', 'ECL', 'CHTR', 'PTC', 'ADSK', 'PANW']"
311,"['EG', 'PAYX', 'HPE', 'TFX', 'WAB', 'CFG', 'RF', 'ALL', 'KEYS', 'CBOE']"
312,"['MCD', 'STZ', 'TRV', 'CFG', 'IFF', 'RSG', 'MSCI', 'MAS', 'SNPS', 'LRCX']"
313,"['PG', 'SCHW', 'SPGI', 'COO', 'HD', 'TMUS', 'WELL', 'WMB', 'CSCO', 'SEE']"
314,"['NFLX', 'WMB', 'PCG', 'EOG', 'NEM', 'SPG', 'DFS', 'SWK', 'MNST', 'CTAS']"
315,"['IQV', 'AON', 'DLR', 'MDT', 'MCO', 'REGN', 'AMZN', 'ETR', 'BX', 'EQR']"
316,"['DD', 'BA', 'MKTX', 'GPN', 'MA', 'HD', 'FDX', 'GOOGL', 'KO', 'STLD']"
317,"['HSIC', 'TSLA', 'FI', 'APTV', 'CPT', 'TROW', 'ODFL', 'EQR', 'LOW', 'FTNT']"
318,"['MRK', 'FITB', 'CAG', 'CTRA', 'VRTX', 'UPS', 'MKC', 'AAL', 'META', 'CMI']"
319,"['KDP', 'CSGP', 'SLB', 'INCY', 'UPS', 'IP', 'EFX', 'DHI', 'TAP', 'CPT']"
320,"['NXPI', 'XOM', 'NDAQ', 'HIG', 'BKR', 'D', 'NVDA', 'EXPE', 'TDG', 'MKTX']"
321,"['CF', 'BSX', 'CPT', 'LNT', 'GPN', 'GS', 'KLAC', 'DHI', 'RJF', 'MAS']"
322,"['O', 'GNRC', 'ETSY', 'EMR', 'CMCSA', 'PTC', 'DTE', 'MCD', 'MLM', 'XOM']"
323,"['CPRT', 'EIX', 'MLM', 'PWR', 'LHX', 'NXPI', 'LNT', 'INTC', 'HLT', 'BLK']"
324,"['C', 'ADP', 'ADM', 'IBM', 'RF', 'HES', 'HPQ', 'USD', 'CPT', 'AZO']"
325,"['MRK', 'ICE', 'LRCX', 'TDG', 'BIO', 'PANW', 'KHC', 'JBHT', 'TRV', 'VZ']"
326,"['CPB', 'GILD', 'ILMN', 'KHC', 'ORCL', 'DLTR', 'TFC', 'SO', 'ES', 'TMUS']"
327,"['QRVO', 'KLAC', 'NOC', 'PPG', 'GBP', 'CMCSA', 'HPQ', 'STT', 'UNH', 'K']"
328,"['SCHW', 'TFX', 'HD', 'UHS', 'STE', 'MTD', 'CTRA', 'EXR', 'NSC', 'SNPS']"
329,"['TXT', 'NEM', 'KEYS', 'NUE', 'FMC', 'ATVI', 'CTAS', 'KDP', 'HES', 'WST']"
330,"['BR', 'WDC', 'ROP', 'FSLR', 'ILMN', 'STZ', 'DVA', 'ZBRA', 'CDW', 'VFC']"
331,"['PAYX', 'ADSK', 'NDAQ', 'F', 'BALL', 'AIZ', 'ALK', 'TRMB', 'CL', 'IQV']"
332,"['KIM', 'MCHP', 'COF', 'ZTS', 'NDSN', 'L', 'MAR', 'INCY', 'ETR', 'ABT']"
333,"['PFE', 'EL', 'IP', 'WTW', 'ES', 'ADP', 'DPZ', 'UNP', 'COF', 'ZION']"
334,"['SWK', 'F', 'RF', 'GOOGL', 'BSX', 'LOW', 'MTB', 'ROP', 'NSC', 'VFC']"
335,"['XOM', 'ADSK', 'ZTS', 'GL', 'NEM', 'MKC', 'LYB', 'PAYC', 'POOL', 'TRMB']"
336,"['MPC', 'SCHW', 'ED', 'PG', 'AES', 'EG', 'COP', 'UAL', 'NOC', 'PGR']"
337,"['XYL', 'LYB', 'BG', 'ETR', 'KIM', 'PFG', 'CZR', 'ANET', 'MDLZ', 'ECL']"
338,"['BIO', 'IQV', 'ON', 'EXPE', 'NFLX', 'GD', 'DVN', 'HON', 'GPC', 'SLB']"
339,"['ES', 'KDP', 'CAH', 'PHM', 'CI', 'GNRC', 'HES', 'ADBE', 'MSFT', 'NXPI']"
340,"['CPB', 'MSCI', 'GS', 'PPL', 'CI', 'WHR', 'EQIX', 'RF', 'GNRC', 'COP']"
341,"['GS', 'HRL', 'AXON', 'ROST', 'STX', 'CMI', 'LUV', 'NTAP', 'EIX', 'HIG']"
342,"['ETN', 'AKAM', 'TRV', 'PTC', 'NXPI', 'GEN', 'KMI', 'LYV', 'MLM', 'INTU']"
343,"['AXON', 'WBA', 'BDX', 'AOS', 'TSN', 'MHK', 'DIS', 'TAP', 'OXY', 'GD']"
344,"['CTRA', 'CINF', 'HIG', 'INTC', 'VTRS', 'HRL', 'BRO', 'ETR', 'HST', 'RTX']"
345,"['MPWR', 'TFC', 'EG', 'PPL', 'TMO', 'CAT', 'CNC', 'NRG', 'MO', 'HRL']"
346,"['BWA', 'JPM', 'EIX', 'MKTX', 'PAYC', 'COO', 'FSLR', 'STE', 'NVR', 'MDLZ']"
347,"['PWR', 'BBY', 'GL', 'CI', 'SHW', 'MAR', 'JCI', 'TRMB', 'BDX', 'IQV']"
348,"['ECL', 'CDW', 'ESS', 'STE', 'PXD', 'TYL', 'ALL', 'EPAM', 'ADP', 'WRK']"
349,"['K', 'YUM', 'ATVI', 'NWSA', 'WM', 'MCD', 'NFLX', 'LLY', 'TEL', 'CBOE']"
350,"['TGT', 'AKAM', 'DVA', 'RCL', 'MOS', 'TSN', 'RJF', 'WAT', 'OXY', 'ETSY']"
351,"['CDNS', 'GM', 'SBUX', 'LH', 'PCG', 'NUE', 'STX', 'LMT', 'GNRC', 'UHS']"
352,"['MCO', 'CINF', 'GIS', 'C', 'ADSK', 'ESS', 'BBWI', 'EBAY', 'DE', 'STX']"
353,"['NEM', 'C', 'HSY', 'LUV', 'ACGL', 'SWKS', 'EMN', 'AEE', 'KEYS', 'WST']"
354,"['VZ', 'ALGN', 'JPM', 'MCK', 'AMGN', 'CMS', 'TDY', 'PSX', 'BIIB', 'HD']"
355,"['QRVO', 'CL', 'AMT', 'WTW', 'CPB', 'AKAM', 'MOH', 'GPN', 'MCD', 'LNT']"
356,"['PM', 'TDG', 'SRE', 'TER', 'MDT', 'TYL', 'RHI', 'GM', 'MSFT', 'CTRA']"
357,"['BRO', 'VLO', 'DXC', 'KDP', 'MCD', 'CDNS', 'GLW', 'POOL', 'HLT', 'MCHP']"
358,"['TDG', 'MKC', 'ELV', 'TMO', 'MTCH', 'ZTS', 'MMC', 'HAS', 'MHK', 'MTD']"
359,"['WHR', 'KIM', 'EA', 'MDT', 'KR', 'EPAM', 'LRCX', 'WAB', 'QRVO', 'LOW']"
360,"['TROW', 'XOM', 'RMD', 'VMC', 'MA', 'AON', 'JPM', 'DGX', 'MNST', 'FRT']"
361,"['CTAS', 'BIO', 'DHR', 'NDAQ', 'AON', 'ETN', 'CPT', 'DOV', 'PYPL', 'XYL']"
362,"['PWR', 'ITW', 'STX', 'STE', 'LYB', 'DFS', 'ELV', 'LOW', 'CAH', 'NEE']"
363,"['WFC', 'AAL', 'MOS', 'ULTA', 'ATO', 'JKHY', 'TYL', 'IFF', 'TSCO', 'AFL']"
364,"['PSA', 'ROP', 'EIX', 'NDAQ', 'CE', 'FAST', 'AEP', 'FCX', 'WAB', 'WHR']"
365,"['NEM', 'AAPL', 'GM', 'MSI', 'PCG', 'ANSS', 'CRL', 'CTAS', 'MOS', 'FSLR']"
366,"['DUK', 'AIZ', 'MAR', 'TFC', 'MU', 'CPT', 'SEE', 'IPG', 'FITB', 'TRMB']"
367,"['PH', 'EQT', 'ETSY', 'TEL', 'TT', 'WM', 'PNW', 'PARA', 'CPRT', 'ADP']"
368,"['SRE', 'AMD', 'SEE', 'SNA', 'SO', 'PNW', 'NEM', 'GWW', 'IPG', 'DAL']"
369,"['RTX', 'FAST', 'FCX', 'AMT', 'CAH', 'FE', 'DFS', 'APD', 'LKQ', 'HPE']"
370,"['SYF', 'CCL', 'FDS', 'PPL', 'CNP', 'GOOGL', 'OMC', 'WDC', 'CTLT', 'WTW']"
371,"['ILMN', 'INTC', 'TDY', 'COF', 'A', 'NOW', 'IVZ', 'ENPH', 'WRB', 'AEP']"
372,"['CTRA', 'LHX', 'ITW', 'SBUX', 'DVA', 'SEDG', 'BRO', 'SWK', 'SPG', 'DGX']"
373,"['EXR', 'AFL', 'GLW', 'NI', 'ESS', 'SPGI', 'KHC', 'HII', 'IDXX', 'ANET']"
374,"['CHRW', 'AVB', 'MS', 'HSIC', 'CTAS', 'CAT', 'DGX', 'IFF', 'CDW', 'MSI']"
375,"['STLD', 'TAP', 'PGR', 'FE', 'TMO', 'RJF', 'PEG', 'IDXX', 'NSC', 'FITB']"
376,"['PSX', 'JPM', 'WFC', 'AZO', 'NWS', 'CAG', 'FRT', 'SYY', 'CAT', 'MCO']"
377,"['VTRS', 'AMD', 'CINF', 'TXT', 'CRL', 'AAL', 'CDNS', 'GILD', 'EL', 'USD']"
378,"['GD', 'ETN', 'PCG', 'SYK', 'CNC', 'AEP', 'XEL', 'NRG', 'HBAN', 'TEL']"
379,"['DIS', 'PLD', 'CL', 'LOW', 'DXC', 'TMUS', 'ROST', 'TECH', 'EXC', 'OKE']"
380,"['WDC', 'EQIX', 'INCY', 'AIZ', 'EOG', 'IP', 'HD', 'MMC', 'O', 'NWSA']"
381,"['VLO', 'ENPH', 'HIG', 'ES', 'GE', 'GOOG', 'CPRT', 'HD', 'C', 'RCL']"
382,"['SHW', 'CHRW', 'STZ', 'STE', 'NXPI', 'BG', 'APH', 'ES', 'CRM', 'JNPR']"
383,"['FICO', 'PEAK', 'STT', 'EIX', 'WTW', 'SRE', 'ALL', 'NDAQ', 'BBY', 'CAG']"
384,"['MGM', 'CMCSA', 'CLX', 'DXC', 'EXR', 'UNH', 'KLAC', 'NSC', 'ENPH', 'ETN']"
385,"['K', 'AEP', 'CVX', 'BSX', 'FRT', 'EXPE', 'WMT', 'PNR', 'SYK', 'ATVI']"
386,"['SCHW', 'STZ', 'SJM', 'CZR', 'AJG', 'TT', 'BMY', 'HES', 'AES', 'ENPH']"
387,"['TROW', 'AMT', 'CSX', 'PODD', 'SPG', 'CL', 'HPQ', 'DOV', 'ATO', 'ABT']"
388,"['TFX', 'ZBH', 'USB', 'ETR', 'SPGI', 'CPT', 'GRMN', 'JPM', 'DXCM', 'WRB']"
389,"['BX', 'DPZ', 'TDG', 'DHI', 'EMN', 'RTX', 'UNH', 'C', 'VTRS', 'SPG']"
390,"['IFF', 'PPL', 'PANW', 'TAP', 'ILMN', 'DOV', 'NKE', 'MLM', 'PEAK', 'TECH']"
391,"['BEN', 'SWK', 'JKHY', 'ZTS', 'PXD', 'FCX', 'BG', 'CMG', 'GE', 'GPN']"
392,"['NSC', 'WAB', 'EPAM', 'CHD', 'MCO', 'EG', 'TECH', 'CMCSA', 'WTW', 'NVR']"
393,"['PAYX', 'CDNS', 'ANSS', 'C', 'GNRC', 'TDY', 'CTRA', 'TXT', 'DAL', 'TSN']"
394,"['KEY', 'HII', 'VLO', 'NRG', 'PYPL', 'SEDG', 'ODFL', 'ROP', 'CL', 'MDLZ']"
395,"['CHRW', 'SWKS', 'FITB', 'SPG', 'COO', 'GL', 'CINF', 'J', 'KLAC', 'HSIC']"
396,"['AOS', 'CPB', 'COP', 'TSLA', 'JCI', 'VMC', 'CRL', 'INCY', 'KMI', 'MCD']"
397,"['ROST', 'MCO', 'FMC', 'CTSH', 'MTCH', 'GBP', 'EBAY', 'HPE', 'MTD', 'AFL']"
398,"['CHTR', 'ROL', 'SPG', 'KMB', 'CCI', 'RF', 'MOH', 'CI', 'EQT', 'QRVO']"
399,"['SCHW', 'A', 'SEDG', 'DLTR', 'PHM', 'CTRA', 'AMD', 'FE', 'DVA', 'ORLY']"
